ensembl_gene_id	Score	hgnc_symbol	gene_biotype	kegg	Cluster
ENSG00000253875	5.45575410150316e-07		lncRNA	No_kegg	AD_cluster1
ENSG00000260032	6.58203679203794e-07	NORAD	lncRNA	No_kegg	AD_cluster1
ENSG00000288665	6.83355240429385e-07		lncRNA	No_kegg	AD_cluster1
ENSG00000283411	8.36017801835454e-07		lncRNA	No_kegg	AD_cluster1
ENSG00000242086	9.86016069605472e-07	MUC20-OT1	lncRNA	No_kegg	AD_cluster1
ENSG00000286670	1.25950043887753e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000272335	1.58798332692984e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000271933	2.00927111175627e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000247556	2.01076757122904e-06	OIP5-AS1	lncRNA	No_kegg	AD_cluster1
ENSG00000259287	2.24486599423603e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000259723	2.9437638423318e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000260425	3.62880200298908e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000214719	3.65589093029887e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000196204	3.80816753529741e-06	RNF216P1	lncRNA	No_kegg	AD_cluster1
ENSG00000226471	4.00165568094565e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000285796	4.06719118577114e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000272182	4.21748448067026e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000276997	4.76754330253547e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000255467	5.10243921273755e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000213904	5.66182354291418e-06	LIPE-AS1	lncRNA	No_kegg	AD_cluster1
ENSG00000234661	5.67065824208182e-06	CHL1-AS1	lncRNA	No_kegg	AD_cluster1
ENSG00000259168	5.73372646050363e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000235837	5.99590896783075e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000255202	6.22074009784098e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000216895	6.76550293670637e-06	RBM33-DT	lncRNA	No_kegg	AD_cluster1
ENSG00000236065	6.78196340287946e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000281649	6.96686680895594e-06	EBLN3P	lncRNA	No_kegg	AD_cluster1
ENSG00000250407	7.25254159753629e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000234758	7.42750116892592e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000288670	7.65001122032475e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000177738	8.18999521868896e-06	ANXA2R-OT1	lncRNA	No_kegg	AD_cluster1
ENSG00000254604	8.32781372492963e-06		lncRNA	No_kegg	AD_cluster1
ENSG00000260025	9.89828979562444e-06	CRIM1-DT	lncRNA	No_kegg	AD_cluster1
ENSG00000271614	1.29150857533467e-05	ATP2B1-AS1	lncRNA	No_kegg	AD_cluster1
ENSG00000265479	1.33689370055967e-05	DTX2P1-UPK3BP1-PMS2P11	lncRNA	No_kegg	AD_cluster1
ENSG00000287967	1.47912674618097e-05		lncRNA	No_kegg	AD_cluster1
ENSG00000228302	1.71125009403041e-05		lncRNA	No_kegg	AD_cluster1
ENSG00000197568	1.74501832498145e-05	ANKRD13C-DT	lncRNA	No_kegg	AD_cluster1
ENSG00000260482	1.76026144084271e-05		lncRNA	No_kegg	AD_cluster1
ENSG00000254860	1.79212681598376e-05	TMEM9B-AS1	lncRNA	No_kegg	AD_cluster1
ENSG00000236859	1.94872658469923e-05	NIFK-AS1	lncRNA	No_kegg	AD_cluster1
ENSG00000260108	2.02527054307962e-05		lncRNA	No_kegg	AD_cluster1
ENSG00000271848	2.26556264797791e-05	SYNPO2L-AS1	lncRNA	No_kegg	AD_cluster1
ENSG00000269082	2.3161538194877e-05		lncRNA	No_kegg	AD_cluster1
ENSG00000286971	2.36485677655236e-05		lncRNA	No_kegg	AD_cluster1
