"ensembl_gene_id","hgnc_symbol","gene_biotype","Coreness","Degree","Degree_norm","Betweenness","Betweenness_norm","Eigenvector","Closeness"
"ENSG00000004487","KDM1A","protein_coding",55,66,0.0163124073158675,1225.52749291685,0.000149764420281332,0.297420698852802,0.281038453485938
"ENSG00000004766","VPS50","protein_coding",55,348,0.0860108749382106,49846.7580250449,0.00609147559860674,0.746720844888384,0.286721253114988
"ENSG00000004897","CDC27","protein_coding",55,313,0.0773603559070687,22899.3225914113,0.0027983899117395,0.690933425730149,0.282874402922169
"ENSG00000006715","VPS41","protein_coding",55,105,0.0259515570934256,1666.62987395381,0.000203668916722685,0.356953961778409,0.277590128903288
"ENSG00000008277","ADAM22","protein_coding",55,320,0.0790904597132971,70012.3342213439,0.00855579063530143,0.666620411779724,0.28725301376703
"ENSG00000008869","HEATR5B","protein_coding",55,106,0.0261987147800297,4007.01045094796,0.000489672896541192,0.3046420929327,0.275973135964912
"ENSG00000009844","VTA1","protein_coding",55,190,0.0469599604547701,8629.90506205397,0.00105460933040785,0.442730045037019,0.274843024843025
"ENSG00000014824","SLC30A9","protein_coding",55,223,0.0551161641127039,44911.8366272791,0.00548840822839926,0.501627521296287,0.286272837136561
"ENSG00000049130","KITLG","protein_coding",55,78,0.0192782995551162,914.497400778583,0.000111755284045416,0.333293394110256,0.278415376106195
"ENSG00000054277","OPN3","protein_coding",55,101,0.0249629263470094,1323.21418718576,0.000161702129733743,0.409430174370732,0.27650370777259
"ENSG00000060982","BCAT1","protein_coding",55,67,0.0165595650024716,602.966505270599,7.36849476105868e-05,0.287466916046894,0.273777959072677
"ENSG00000061273","HDAC7","protein_coding",55,220,0.0543746910528917,42304.6157851799,0.00516979528807831,0.52685554378369,0.287766185508075
"ENSG00000061676","NCKAP1","protein_coding",55,480,0.118635689569946,129993.477929207,0.0158857291859569,0.897188669543116,0.290317929493187
"ENSG00000065559","MAP2K4","protein_coding",55,459,0.113445378151261,151357.166694737,0.0184964584282894,0.901388008525062,0.297943178455164
"ENSG00000066557","LRRC40","protein_coding",55,279,0.0689569945625309,65957.7248516262,0.00806030095821736,0.588874642365038,0.285501595179015
"ENSG00000070961","ATP2B1","protein_coding",55,66,0.0163124073158675,375.048023205463,4.58323865418471e-05,0.281215615308055,0.274655572227527
"ENSG00000071564","TCF3","protein_coding",55,334,0.0825506673257538,32768.2837351738,0.00400441691073957,0.719442854752833,0.28521849989376
"ENSG00000072041","SLC6A15","protein_coding",55,167,0.0412753336628769,8670.17031997492,0.00105952990791008,0.447552221178036,0.280627177700348
"ENSG00000075303","SLC25A40","protein_coding",55,176,0.0434997528423134,5261.99604083274,0.00064303721551145,0.471101299529344,0.271544167228591
"ENSG00000075790","BCAP29","protein_coding",55,236,0.0583292140385566,11246.539740219,0.00137437267960102,0.484837618406768,0.269166499565537
"ENSG00000075945","KIFAP3","protein_coding",55,534,0.131982204646565,280473.304978442,0.0342749731583015,0.939852713095098,0.301828811272673
"ENSG00000076928","ARHGEF1","protein_coding",55,149,0.036826495304004,14550.8765462239,0.00177817601247262,0.386035000407979,0.267556972958607
"ENSG00000077232","DNAJC10","protein_coding",55,81,0.0200197726149283,2548.10603578575,0.000311388871706616,0.341608233387609,0.281195447245304
"ENSG00000077254","USP33","protein_coding",55,287,0.0709342560553633,25455.8260794539,0.00311080498610282,0.706580529495989,0.286925543284646
"ENSG00000077264","PAK3","protein_coding",55,206,0.050914483440435,16014.8283062201,0.00195707684327638,0.494539203296886,0.279342397336293
"ENSG00000079785","DDX1","protein_coding",55,452,0.111715274345032,327825.354477581,0.0400615852770495,0.806461042186096,0.298075499629904
"ENSG00000079805","DNM2","protein_coding",55,201,0.0496786950074147,33007.314637379,0.00403362745452989,0.359746079953146,0.276427786930258
"ENSG00000081189","MEF2C","protein_coding",55,120,0.0296589223924864,3740.6835935047,0.000457126676533181,0.399716113222539,0.271306339688742
"ENSG00000081307","UBA5","protein_coding",55,347,0.0857637172516065,94150.8187240953,0.0115056111484425,0.7152727538549,0.291727035641843
"ENSG00000083750","RRAGB","protein_coding",55,65,0.0160652496292635,279.560314776275,3.41634020600273e-05,0.286224477328063,0.271214978448276
"ENSG00000085365","SCAMP1","protein_coding",55,170,0.0420168067226891,10394.2033650579,0.00127021372449927,0.460331405716552,0.277877449627381
"ENSG00000087470","DNM1L","protein_coding",55,304,0.0751359367276322,170971.811642727,0.0208934474364007,0.670523175001737,0.297239444936522
"ENSG00000088881","EBF4","protein_coding",55,81,0.0200197726149283,1497.8883688879,0.000183048021777727,0.302001265010504,0.274505794137696
"ENSG00000088888","MAVS","protein_coding",55,527,0.130252100840336,267957.800985311,0.032745527910526,0.643367526305656,0.290863127482846
"ENSG00000090661","CERS4","protein_coding",55,92,0.0227385071675729,2470.3048805245,0.000301881255612923,0.326352012608949,0.276617667261987
"ENSG00000091073","DTX2","protein_coding",55,81,0.0200197726149283,4195.71824851737,0.000512733753248931,0.281976874324444,0.273016949152542
"ENSG00000091157","WDR7","protein_coding",55,395,0.0976272862086011,108765.88427706,0.0132916313173609,0.640317605483978,0.277131649576767
"ENSG00000099385","BCL7C","protein_coding",55,96,0.0237271379139891,1421.6237354252,0.000173728174867296,0.382550752604447,0.274936847135932
"ENSG00000100325","ASCC2","protein_coding",55,112,0.027681660899654,4649.35841695074,0.000568170418060137,0.345545550881298,0.275784139159019
"ENSG00000100934","SEC23A","protein_coding",55,118,0.0291646070192783,2210.1538843817,0.000270089750854261,0.336543161290066,0.271562478926428
"ENSG00000101247","NDUFAF5","protein_coding",55,193,0.0477014335145823,18108.9739282491,0.00221298991489699,0.422181139894032,0.275840811014453
"ENSG00000101557","USP14","protein_coding",55,219,0.0541275333662877,16026.7548303957,0.0019585343128064,0.580268533990219,0.280041724617524
"ENSG00000101654","RNMT","protein_coding",55,252,0.0622837370242214,69623.3583605638,0.00850825621063137,0.469493929033752,0.286905101168424
"ENSG00000102471","NDFIP2","protein_coding",55,231,0.0570934256055363,12357.6721080236,0.0015101575525491,0.506269106757424,0.272758060146302
"ENSG00000103126","AXIN1","protein_coding",55,96,0.0237271379139891,1345.19278324728,0.000164388003136646,0.36175372070142,0.277973355422103
"ENSG00000103227","LMF1","protein_coding",55,91,0.0224913494809689,1672.68950052084,0.000204409427617117,0.29835587110295,0.270522638720946
"ENSG00000103591","AAGAB","protein_coding",55,266,0.0657439446366782,42744.6707943078,0.00522357179143286,0.458893189326231,0.277839105836898
"ENSG00000104093","DMXL2","protein_coding",55,285,0.0704399406821552,55256.946750959,0.00675262256008425,0.676131279300281,0.288549727715678
"ENSG00000104231","ZFAND1","protein_coding",55,125,0.0308947108255067,9003.36116709232,0.00110024717810596,0.444521824032941,0.286762087872962
"ENSG00000104290","FZD3","protein_coding",55,100,0.0247157686604053,1445.55953439584,0.000176653226387989,0.393860988047984,0.279264909847434
"ENSG00000104812","GYS1","protein_coding",55,85,0.0210084033613445,1402.41298041478,0.000171380542844407,0.327001392347437,0.27675073878084
"ENSG00000104859","CLASRP","protein_coding",55,99,0.0244686109738013,4456.01408178893,0.000544542957690995,0.362226299568686,0.2760866584396
"ENSG00000104936","DMPK","protein_coding",55,129,0.0318833415719229,6676.07358388505,0.000815843215125568,0.388253650924403,0.283152861763465
"ENSG00000105221","AKT2","protein_coding",55,153,0.0378151260504202,27261.1451449872,0.00333142228341772,0.377590786639456,0.280724991286162
